DealerID;Name;Address1;Address2;City;State;ZipCode;Phone;StoreID;URL;Latitude;Longitude;NewDate;ST;SA;Simmons OHM BT;Serta OHM BT;OHM CG;Legacy Simmons DealerID;Legacy Simmons OHM BT;Legacy Serta DealerID;Legacy Serta OHM_BT;Licensee Territory;LR Number;Brand;Rep SalesTeam;Rep Region;Rep Branch;Rep Territory;Sales Channel;Market Segment;Status Level;Rep Store Success;Hide From PTV;Email;Hide From Locator;FName;LName;User_ID;Simmons Approver;Simmons Approver_Rep_ID;Simmons Approver_User_ID;Serta Approver;Serta Approver_Rep_ID;Serta Approver_User_ID;freq;freqPhone;visitRhythm;Total Wholesale
46;Nebraska Furniture Mart;700 S 72nd St;;Omaha;NE;"	68114";(800) 359-1200;"	";www.nfm.com;"	41.2530654";"	-96.0246491";41:34,6;717525;717525;"	717525";"	";"	50180001";"	 ";"	 ";"	 ";"	 ";"	NO        ";29490;SIMMONS;Store Success;West;Mid West 1;Mid West 1_08;;;Black Diamond Preferred;YES;0;;0;Melissa;Ullrich;102021;Harris, Rick (Rep RHR);Rep RHR;101762;;;;48;0;1;
13362;Mattress Firm;5432 Silver Hill Rd;Shoppes at District Heights;District Heights;MD;"	20747";(301) 568-0194;"	179079";www.mattressfirm.com/simmons-mattresses-0-c16/;"	38.853579";"	-76.9131672";00:00,0;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";17074;SIMMONS;Store Success;East;North East 2;North East 2_02;;;Black Diamond Preferred;YES;0;;0;Cody;O'Connell;101537;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;6;4;8;
13401;Mattress Corner;5 Church St;PO Box 3241;Prince Frederick;MD;"	20678";(301) 855-9302;"	";;"	38.5372189";"	-76.5877793";42:33,6;431726;431726;"	7431726";"	";"	90003093";"	 ";"	 ";"	 ";"	 ";"	yes       ";17075;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Daniel;Reppe;101633;Mersbach, Tom (REP TME);REP TME;101569;;;;4;4;4;
13511;Saratoga Dreamsleep;250 Washington Street;;Saratoga Springs;NY;"	12866";(518) 587-5310;"	";http://dreamsleepmattress.com/;"	43.079253";"	-73.8062087";42:33,6;436314;436314;"	7436314";"	";"	70740141";"	 ";"	 ";"	 ";"	 ";"	NO        ";17078;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_07;;Sleep Shop;;NO;0;sdreamsleep@hotmail.com;0;Catherine;Addessa;101838;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;4;4;4;
13519;Tautfest Furniture;2235 W Gary Blvd;;Clinton;OK;"	73601";(580) 323-2912;"	";;"	35.5021024";"	-98.9872839";42:33,7;243831;243831;"	7243831";"	";"	90002366";"	 ";"	 ";"	 ";"	 ";"	yes       ";17079;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;24;;4;
13582;Gans Bedding;72 Stockbridge Rd;;Great Barrington;MA;"	01230";(413) 528-0023;"	";;"	42.2036103";"	-73.3468848";42:33,7;436245;436245;"	7436245";"	";"	90003305";"	 ";"	 ";"	 ";"	 ";"	NO        ";17080;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_07;;;;NO;0;ozer23@aol.com;0;Catherine;Addessa;101838;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;12;0;4;
13604;Sleepsource;1309 North Mount Juliet Road;;Mount Juliet;TN;"	37122";(615) 773-2374;"	";;"	36.1903861";"	-86.5109577";42:33,7;432944;432944;"	7432944";"	";"	90003138";"	 ";"	 ";"	 ";"	 ";"	NO        ";17082;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;Sleepsource@tds.net;0;Alicia;Lomber;102091;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;4;;4;
13642;Johnny's Furniture Mart;609 North Main Street;;Borger;TX;"	79007";(806) 274-6881;"	";;"	35.6720589";"	-101.3902318";42:33,8;436528;436528;"	7436528";"	";"	90003340";"	 ";"	 ";"	 ";"	 ";"	yes       ";17083;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
13654;RC Willey;3850 South Town Center Dr.;;Las Vegas;NV;"	89135";(702) 515-2600;"	";www.rcwilley.com;"	36.1190724";"	-115.3254589";42:33,8;413234;413234;"	7300401";"	";"	10080000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17084;SIMMONS;Store Success;West;South West;South West_09;;;;YES;0;;0;Michael;Charlson;101734;Bell, Jacob  (Rep JBE);Rep JBE;101486;;;;48;0;1;
13660;Mattress Firm;6161 Long Prairie Rd;;Flower Mound;TX;"	75028";(972) 539-5155;"	002110";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.0696108";"	-97.0833601";44:52,6;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25656;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
13665;Nebraska Mattress;3900 Yankee Hill Road;;Lincoln;NE;"	68516";(402) 435-2223;"	";;"	40.7269461";"	-96.6645367";42:33,8;436293;436293;"	7436293";"	";"	90003308";"	 ";"	 ";"	 ";"	 ";"	NO        ";17085;SIMMONS;Serta Simmons Bedding;SSB;Minneapolis;Minneapolis_03;;;;NO;0;;0;Scott;Burgess;100304;McKittrick, Matt (Rep MMC);Rep MMC;101759;;;;8;;4;
13707;Standard TV  Appliance;63736 Paramount Drive;;Bend;OR;"	97701";(541) 388-0088;"	";www.standardtvandappliance.com;"	44.1133933";"	-121.2933567";31:23,0;254259;254259;"	7254259";"	";"	70080658";"	 ";"	 ";"	 ";"	 ";"	NO        ";17088;SIMMONS;Store Success;West;North West;North West_03;;;;YES;0;;0;Jay;Wise;101744;Rice, Stuart (Rep SRE);Rep SRE;101308;;;;48;12;1;
13716;Elams Home Furnishings;1413 Commerce Ave;;Longview;WA;"	98632";(360) 575-9804;"	";;"	46.1388743";"	-122.9340714";;428801;428801;"	7435584";"	";"	70080123";"	 ";"	 ";"	 ";"	 ";"	NO        ";17091;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_03;;;;NO;0;;0;John;Lowrance;101890;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;8;0;4;
13774;SleepNAire;2482 F Rd;;Grand Junction;CO;"	81505";(970) 245-8426;"	";;"	39.0946369";"	-108.60905";42:34,1;436709;436709;"	7436709";"	";"	90003359";"	 ";"	 ";"	 ";"	 ";"	NO        ";17096;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate Sales;;;;;0;;0;Layne;Koldewyn;100521;Bell, Jacob  (Rep JBE);Rep JBE;101486;;;;0;;4;
13775;SleepNAire;428 E Main St;;Montrose;CO;"	81401";(970) 252-1101;"	";;"	38.4796534";"	-107.8758505";42:34,1;436709;436709;"	7436709";"	";"	90003359";"	 ";"	 ";"	 ";"	 ";"	NO        ";17097;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate Sales;;;;;0;;0;Layne;Koldewyn;100521;Bell, Jacob  (Rep JBE);Rep JBE;101486;;;;0;;4;
13809;Kuebler's Furniture;1894 Churn Creek Rd.;;Redding;CA;"	96002";(530) 221-9898;"	";www.kueblersfurniture.net;"	40.5799311";"	-122.3547823";00:00,0;225318;225318;"	7225318";"	";"	90002278";"	 ";"	 ";"	 ";"	 ";"	NO        ";15541;SIMMONS;Serta Simmons Bedding;SSB;Los Angeles;Los Angeles_03;;;;NO;0;;0;Michael;Kiley;101809;Van Emmerik, Shawn (Rep SVE);Rep SVE;101570;;;;4;0;4;
13813;Factory Mattress Sales;2444 Highway 70 SE;;Hickory;NC;"	28602";(828) 322-2187;"	";;"	35.7009299";"	-81.2907603";42:34,2;225375;225375;"	7225375";"	";"	90002279";"	 ";"	 ";"	 ";"	 ";"	NO        ";25661;SIMMONS;Serta Simmons Bedding;SSB;Atlanta;Atlanta_04;;;;NO;0;;0;Michael;Herndon;101779;Lane, Bill (Rep BLN);Rep BLN;101753;;;;8;0;4;
13878;Furniture Weekend;100 Protection Ave;;Herkimer;NY;"	13350";(315) 866-5415;"	";;"	43.027493";"	-74.9789047";42:34,2;436198;424425;"	7424425";"	";"	90002917";"	 ";"	 ";"	 ";"	 ";"	NO        ";17099;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Alicia;Lomber;102091;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;12;0;4;
13880;JD Beardens;320 E Commerce;;jacksonville;TX;"	75766";(903) 586-2435;"	";;"	31.9643599";"	-95.2711978";42:34,3;130088;130088;"	7130088";"	";"	90002097";"	 ";"	 ";"	 ";"	 ";"	yes       ";17100;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;12;;4;
13928;Bed Warehouse;759 Lower Main St;;Wailuku;HI;"	96793";(808) 242-0280;"	";;"	20.9016238";"	-156.4862975";42:34,6;215193;215193;"	7215193";"	";"	90002251";"	 ";"	 ";"	 ";"	 ";"	NO        ";25662;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Lance;Matsuda;100334;Matsuda, Lance (Rep MAT);Rep MAT;100334;;;;0;;4;
13929;Disco Mart;94-300 Leonui St;;Waipahu;HI;"	96797";(808) 671-3544;"	";;"	21.3797455";"	-158.0180467";42:34,6;206440;206440;"	7206440";"	";"	60130000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17102;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Lance;Matsuda;100334;Matsuda, Lance (Rep MAT);Rep MAT;100334;;;;0;;4;
13933;Otsuka Sales  Services;5611 Kawaihau Rd;P.O. Box 1180;Kapaa;HI;"	96746";(808) 822-7766;"	";;"	22.0978862";"	-159.3327873";42:34,6;206458;206458;"	7206458";"	";"	60130000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17103;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Lance;Matsuda;100334;Matsuda, Lance (Rep MAT);Rep MAT;100334;;;;0;;4;
13934;Mind's Eye Interiors;1068 Limahana Pl;;Lahaina;HI;"	96761";(808) 667-7748;"	";;"	20.882337";"	-156.6803858";12:21,0;206565;206565;"	7206565";"	";"	90002229";"	 ";"	 ";"	 ";"	 ";"	NO        ";17104;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Lance;Matsuda;100334;Matsuda, Lance (Rep MAT);Rep MAT;100334;;;;0;;4;
13936;ABC Furniture  Mattress;94-137 Leoleo St;;Waipahu;HI;"	96797";(808) 677-2322;"	";;"	21.3764041";"	-158.0196859";42:34,7;414140;241041;"	7241041";"	";"	60130000";"	 ";"	 ";"	 ";"	 ";"	NO        ";25514;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Lance;Matsuda;100334;Matsuda, Lance (Rep MAT);Rep MAT;100334;;;;0;;4;
13971;Wrights Furniture Warehouse;12314 South Cicero Avenue;;Alsip;IL;"	60803";(708) 597-4741;"	";;"	41.6683807";"	-87.7394918";12:21,0;429194;429194;"	7429194";"	";"	90002990";"	 ";"	 ";"	 ";"	 ";"	NO        ";17105;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Heather;Redman;102032;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
13980;AL MART Bedding;7045 North Avenue;;Oak Park;IL;"	60302";(708) 383-5909;"	";;"	41.908601";"	-87.80333";42:34,7;437231;437231;"	7437231";"	";"	90003401";"	 ";"	 ";"	 ";"	 ";"	NO        ";17106;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Heather;Redman;102032;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
14095;Classy Decor;5769 James Madison Parkway;;King George;VA;"	22485";(540) 644-8076;"	";;"	38.3332264";"	-77.0870298";42:34,8;437167;437167;"	7437167";"	";"	90003394";"	 ";"	 ";"	 ";"	 ";"	yes       ";17109;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Daniel;Reppe;101633;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
14128;Williams Brothers;915 Fisher Road;;Many;LA;"	71449";(318) 256-2068;"	";;"	31.5482468";"	-93.4616743";;448462;7384;"	77384";"	";"	90004905";"	 ";"	 ";"	 ";"	 ";"	NO        ";17112;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
14142;Macy's;501 Christiana Mall Road;;Newark;DE;"	19702";(302) 366-5800;"	162";http://www1.macys.com/shop/mattress/beautyrest-mattress?id=30764&edge=hybrid&cm_sp=c2_1111US_catsplash_mattresses-_-row9-_-icon_beautyrest;"	39.6807669";"	-75.65161";;720248;720248;"	720248";"	";"	10040000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17114;SIMMONS;Store Success;East;North East 2;North East 2_12;National;Department Stores;Black Diamond Preferred;YES;0;;0;Tom;Overton;100543;Noone, Michael (Rep MNO);Rep MNO;101322;;;;12;12;4;
14152;Macy's;680 W Dekalb Pike;the Court of King of Prussia;King Of Prussia;PA;"	19406";(610) 253-3100;"	90";http://www1.macys.com/shop/mattress/beautyrest-mattress?id=30764&edge=hybrid&cm_sp=c2_1111US_catsplash_mattresses-_-row9-_-icon_beautyrest;"	40.088873";"	-75.3861031";00:00,0;720248;720248;"	720248";"	";"	10040000";"	 ";"	 ";"	 ";"	 ";"	NO        ";25666;SIMMONS;Store Success;East;North East 1;North East 1_09;National;Department Stores;Black Diamond Preferred;YES;0;;0;Robin;Daily;100756;Noone, Michael (Rep MNO);Rep MNO;101322;;;;24;0;2;
14231;Ashley HOMESTORE;15424  FM 1825;;Pflugerville;TX;"	78660";(512) 990-5111;"	";www.ashleyfurniturehomestore.com;"	30.4489851";"	-97.6634838";42:34,9;7437210;7437210;"	7437210";"	";"	70740068";"	 ";"	 ";"	 ";"	 ";"	yes       ";17116;SIMMONS;Store Success;West;South Central;South Central_03;;;Black Diamond Preferred;YES;0;;0;Irving;Barajas;102072;Sheridan, Dennis (Rep SHE);Rep SHE;101361;;;;12;0;1;
14235;Factory Mattress ;11631 Bandera Road Ste.106;;San Antonio;TX;"	78238";(210) 684-2337;"	";www.factorymattresstexas.com;"	29.548438";"	-98.667212";;7174978;7174978;"	7174978";"	";"	90002165";"	 ";"	 ";"	 ";"	 ";"	yes       ";25667;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Jack;Gomez;101531;Mersbach, Tom (REP TME);REP TME;101569;;;;12;0;4;
14258;Macy's;Baltimore Pike and Sproul Road;;Springield;PA;"	19064";(215) 328-1234;"	89";http://www1.macys.com/shop/mattress/beautyrest-mattress?id=30764&edge=hybrid&cm_sp=c2_1111US_catsplash_mattresses-_-row9-_-icon_beautyrest;"	39.9135583";"	-75.3495428";00:00,0;720248;720248;"	720248";"	";"	10040000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17119;SIMMONS;Store Success;East;North East 1;North East 1_09;National;Department Stores;Black Diamond Preferred;YES;0;;0;Robin;Daily;100756;Noone, Michael (Rep MNO);Rep MNO;101322;;;;12;0;4;
14325;Mattress Showcase;22939 Broadway Ave;;Oakwood Village;OH;"	44146";(440) 786-1919;"	";www.mattressshowcase.com;"	41.3696822";"	-81.5127757";00:00,0;7437331;7437331;"	7437331";"	";"	70080024";"	 ";"	 ";"	 ";"	 ";"	NO        ";25669;SIMMONS;Serta Simmons Bedding;SSB;Cincinnati;Cincinnati_06;;;;NO;0;cmull929@aol.com;0;Kenneth;Gorski;101639;Hanna, Jeff (Rep JHA);Rep JHA;101758;;;;6;4;8;
14339;Payless Furniture;5617 Airport Blvd;;Austin;TX;"	78751";(512) 467-6553;"	";;"	30.3179409";"	-97.712276";42:35,0;436806;436806;"	7436806";"	";"	90003363";"	 ";"	 ";"	 ";"	 ";"	yes       ";17126;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Jack;Gomez;101531;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
14383;Metro Mattress;197 Grant Ave;;Auburn;NY;"	13021";(315) 253-2426;"	";www.metromattress.com;"	42.9478289";"	-76.548808";42:35,1;7301749;7301749;"	7301749";"	";"	60090000";"	 ";"	 ";"	 ";"	 ";"	NO        ";31698;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate Sales;;;;NO;0;;0;Amy ;Breazel;101217;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;0;0;4;
14416;Sleep Experts;2855 Preston Rd.;;Frisco;TX;"	75034";(972) 731-0999;"	117011";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.1030038";"	-96.8061409";44:53,9;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25672;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
14419;Sleep Experts;2601 S Stemmons Fwy;;Lewisville;TX;"	75067";(972) 459-6999;"	117019";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.9998567";"	-96.9633233";44:54,3;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";17128;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
14420;21st Century Direct;2501 Centennial Dr;Ste 115;Arlington;TX;"	76011";(888) 974-2474;"	";;"	32.7467938";"	-97.0646161";00:00,0;438191;437171;"	7437171";"	";"	90003395";"	 ";"	 ";"	 ";"	 ";"	yes       ";17129;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
14425;Magic Mattress;140 Englar Rd; 1-A;Westminster;MD;"	21157";(410) 857-3220;"	";;"	39.5817606";"	-76.9904291";42:35,2;423057;423057;"	7423057";"	";"	90002887";"	 ";"	 ";"	 ";"	 ";"	yes       ";17130;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Daniel;Reppe;101633;Mersbach, Tom (REP TME);REP TME;101569;;;;24;;4;
14430;Value City Furniture;7735 Eastern Avenue;;Baltimore;MD;"	21224";(410) 282-8295;"	54";http://www.valuecityfurniture.com/search/v/mattresses/brands/beautyrest;"	39.2929515";"	-76.5117591";42:35,3;7244326;7244326;"	7244326";"	";"	10030000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25673;SIMMONS;Store Success;East;North East 2;North East 2_09;;;Black Diamond Preferred;YES;0;;0;Maria;Sheidy;101671;Moss, Jim (Rep JIM);Rep JIM;101949;;;;12;0;4;
14434;Value City Furniture;1581 Wesel Blvd;;Hagerstown;MD;"	21740";(301) 745-4045;"	90";http://www.valuecityfurniture.com/search/v/mattresses/brands/beautyrest;"	39.6305989";"	-77.7593915";42:35,5;7244326;7244326;"	7244326";"	";"	10030000";"	 ";"	 ";"	 ";"	 ";"	yes       ";17134;SIMMONS;Store Success;East;North East 2;North East 2_09;;;Black Diamond Preferred;YES;0;;0;Maria;Sheidy;101671;Moss, Jim (Rep JIM);Rep JIM;101949;;;;12;12;4;
14438;Ashley HOMESTORE;6484 Carlisle Pike.;;Mechanicsburg;PA;"	17050";(717) 591-7632;"	";www.ashleyfurniturehomestore.com;"	40.2470642";"	-77.0204216";42:35,5;436335;436335;"	7436335";"	";"	70740090";"	 ";"	 ";"	 ";"	 ";"	yes       ";17135;SIMMONS;Store Success;East;North East 2;North East 2_09;;;;YES;0;;0;Maria;Sheidy;101671;Reppe, Daniel (Rep DRE);Rep DRE;101633;;;;12;0;4;
14503;TriState Bedrooms;1045 Maryland Avenue;;Hagerstown;MD;"	21740";(240) 420-0035;"	";;"	39.6243989";"	-77.7335";42:35,6;436817;436817;"	7436817";"	";"	90003364";"	 ";"	 ";"	 ";"	 ";"	yes       ";25675;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;jim@tristatebedrooms.com;0;Daniel;Reppe;101633;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
14651;Dixon Furniture;301 E Laurel Ave;;Lufkin;TX;"	75901";(936) 632-2118;"	";;"	31.3466691";"	-94.7235251";12:21,0;440608;437872;"	7440608";"	";"	90003594";"	 ";"	 ";"	 ";"	 ";"	NO        ";17139;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_02;;;;NO;0;;0;Rae Lin;Ladd;100867;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;8;0;4;
14652;Sleep Experts;3937 N. Central Expressway;;Plano;TX;"	75023";(972) 516-0662;"	117030";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.0491144";"	-96.6993487";44:55,1;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";17140;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
14654;The Bedroom Shop;2012 W Pioneer Pkwy;;Pantego;TX;"	76013";(817) 274-2222;"	";;"	32.7084528";"	-97.1397809";42:35,9;181024;181024;"	7181024";"	";"	90002175";"	 ";"	 ";"	 ";"	 ";"	yes       ";17141;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;jim.c@bedroomshop.com;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;12;;4;
14670;Slumberland Furniture;3903 Rib Mountain Dr;;Wausau;WI;"	54401";(715) 241-9800;"	";https://www.slumberland.com/furniture/departments/mattresses/beautyrest-beautysleep-mattresses;"	44.9211643";"	-89.6504677";42:35,9;717921;717921;"	717921";"	";"	50200000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17143;SIMMONS;Store Success;West;Mid West 1;Mid West 1_12;;;;YES;0;;0;Sean;Kern;101853;Haugland, Dan (Rep DHU);Rep DHU;100940;;;;24;12;2;
14672;Slumberland Furniture;315 West Pine;;Baraboo;WI;"	53913";(608) 356-9555;"	";https://www.slumberland.com/furniture/departments/mattresses/beautyrest-beautysleep-mattresses;"	43.4719329";"	-89.770726";42:35,9;165100;17921;"	717921";"	";"	50200000";"	 ";"	 ";"	 ";"	 ";"	NO        ";17144;SIMMONS;Store Success;West;Mid West 1;Mid West 1_12;;;;YES;0;;0;Sean;Kern;101853;Haugland, Dan (Rep DHU);Rep DHU;100940;;;;24;12;2;
14772;Rooms To Go Kids;2035 Okeechobee Boulevard;;West Palm Beach;FL;"	33409";(561) 684-0944;"	484";www.roomstogo.com;"	26.7068521";"	-80.0818284";42:36,1;7423529;7423529;"	7423529";"	";"	10090000";"	 ";"	 ";"	 ";"	 ";"	NO        ";25679;SIMMONS;Store Success;East;South East 1;South East 1_09;;;;YES;0;;0;Jeanette;Gonzalez;101855;Moss, Jim (Rep JIM);Rep JIM;101949;;;;12;4;4;
14789;Capitol Mattress;775 New Loudon Rd;;Latham;NY;"	12110";(518) 785-3941;"	";www.capitolmattress.com;"	42.7456241";"	-73.7605867";42:36,1;173335;173335;"	7173335";"	";"	90002162";"	 ";"	 ";"	 ";"	 ";"	NO        ";25680;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_03;;;;NO;0;stevecalifano@hotmail.com;0;Jeremy;Breau;101546;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;0;;4;
14800;Sleep Experts;4965 Overton Ridge Blvd;Ste 100;Fort Worth;TX;"	76132";(817) 263-7111;"	117029";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.6760809";"	-97.4028506";44:56,8;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";17147;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
14803;Mattress King;1702 Grand Avenue;;Billings;MT;"	59102";(406) 256-5913;"	";;"	45.783722";"	-108.5594727";00:00,0;438349;438349;"	7438349";"	";"	70080106";"	 ";"	 ";"	 ";"	 ";"	NO        ";17148;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_07;;;;NO;0;;0;Brycen;McCurry;102031;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;12;0;4;
14806;Ashley HOMESTORE;3861 N Main;;Las Cruces;NM;"	88012";(505) 523-3933;"	";www.ashleyfurniturehomestore.com;"	32.3927319";"	-106.6976913";42:36,2;7438006;7438006;"	7438006";"	";"	70740068";"	 ";"	 ";"	 ";"	 ";"	yes       ";17149;SIMMONS;Store Success;West;South Central;South Central_14;;;Black Diamond Preferred;YES;0;;0;Arthur ;Mehos;102126;Sheridan, Dennis (Rep SHE);Rep SHE;101361;;;;3;4;16;
14910;Ashley HOMESTORE;8247 Huffine Ln;1;Bozeman;MT;"	59718";(406) 587-8088;"	";;"	45.6717108";"	-111.173093";14:57,6;436398;436398;"	7436398";"	";"	70080669";"	 ";"	 ";"	 ";"	 ";"	NO        ";17150;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_07;;;;NO;0;;1;Brycen;McCurry;102031;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;0;4;
14936;Past and Present Furniture;1605 N Center St;;Bonham;TX;"	75418";(903) 583-7797;"	";;"	33.589715";"	-96.178285";42:36,3;437793;437793;"	7437793";"	";"	90003442";"	 ";"	 ";"	 ";"	 ";"	yes       ";17151;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
14950;Mattress Showcase;8494 Mentor Ave;4935 State Road;Mentor;OH;"	44060";(440) 255-6201;"	";www.mattressshowcase.com;"	41.6672166";"	-81.3370603";00:00,0;7437331;7437331;"	7437331";"	";"	70080024";"	 ";"	 ";"	 ";"	 ";"	NO        ";17153;SIMMONS;Serta Simmons Bedding;SSB;Cincinnati;Cincinnati_06;;;;NO;0;;0;Kenneth;Gorski;101639;Hanna, Jeff (Rep JHA);Rep JHA;101758;;;;6;4;8;
14952;Mattress Showcase;28914 Lake Shore Blvd;;Willowick;OH;"	44095";(440) 944-6222;"	";www.mattressshowcase.com;"	41.6298258";"	-81.4834297";00:00,0;7437331;7437331;"	7437331";"	";"	70080024";"	 ";"	 ";"	 ";"	 ";"	NO        ";17154;SIMMONS;Serta Simmons Bedding;SSB;Cincinnati;Cincinnati_06;;;;NO;0;;0;Kenneth;Gorski;101639;Hanna, Jeff (Rep JHA);Rep JHA;101758;;;;6;4;8;
